t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
1.017267,4.0350,0.5570,3.4230,8.09,move_early
1.020729,3.4620,0.5900,3.5960,8.12,move_early
1.024117,3.3880,0.5810,3.4230,8.15,move_early
1.027990,3.8730,0.5350,3.6640,8.18,move_early
1.038295,10.3050,0.5940,3.6680,8.21,move_early
1.043482,5.1870,0.5660,3.4100,8.25,move_early
1.047233,3.7510,0.6300,3.6390,8.29,move_early
1.050205,2.9720,0.7000,3.4520,8.32,move_early
1.053889,3.6840,0.5980,3.5980,8.35,move_early
1.057809,3.9200,0.5680,3.8850,8.39,move_early
1.062423,4.6140,0.5920,3.7530,8.42,move_early
1.065978,3.5550,0.5890,3.3960,8.45,move_early
1.069043,3.0650,0.6180,3.3950,8.49,move_early
1.072506,3.4630,0.5980,3.3910,8.52,move_early
1.076148,3.6420,0.5630,3.5990,8.55,move_early
1.079741,3.5930,0.5580,3.5940,8.59,move_early
1.083292,3.5510,0.5550,3.3940,8.62,move_early
1.086953,3.6610,0.6080,3.6210,8.65,move_early
1.090546,3.5930,0.5530,3.4360,8.69,move_early
1.094234,3.6880,0.5550,3.5930,8.72,move_early
1.097924,3.6900,0.8160,3.4590,8.75,move_early
1.101611,3.6870,0.5310,3.6440,8.78,move_early
1.105134,3.5230,0.5800,3.4450,8.81,move_early
1.108905,3.7710,0.5440,3.6330,8.84,move_early
1.112396,3.4910,0.7030,3.4360,8.87,move_early
1.116110,3.7140,0.5460,3.5990,8.90,move_early
1.119585,3.4750,0.6030,3.4320,8.92,move_early
1.123440,3.8550,0.7260,3.7810,8.95,move_early
1.126950,3.5100,0.5810,3.4360,8.98,move_early
1.130826,3.8760,0.5750,3.7630,9.01,move_early
1.134509,3.6830,0.5520,3.4340,9.04,move_early
1.138103,3.5940,0.5590,3.6240,9.07,move_early
1.141639,3.5360,0.5860,3.4390,9.10,move_early
1.145311,3.6720,0.5930,3.6390,9.13,move_early
1.148869,3.5580,0.5400,3.4360,9.16,move_early
1.152487,3.6180,0.5920,3.5920,9.19,move_early
1.155952,3.4650,0.5500,3.4420,9.22,move_early
1.159791,3.8390,0.5740,3.7360,9.25,move_early
1.163550,3.7590,0.5460,3.6790,9.28,move_early
1.167064,3.5140,0.5680,3.4450,9.31,move_early
1.170793,3.7290,0.6770,3.6470,9.34,move_early
1.175460,4.6670,0.5540,3.4430,9.37,move_early
1.178292,2.8320,0.5460,3.6130,9.40,move_early
1.181722,3.4300,0.5550,3.4320,9.43,move_early
1.185430,3.7080,0.5610,3.6530,9.46,move_early
1.188986,3.5560,0.5910,3.4460,9.49,move_early
1.192919,3.9330,0.5930,3.8730,9.52,move_early
1.196463,3.5440,0.7050,3.4550,9.55,move_early
1.200256,3.7930,0.5510,3.6450,9.58,move_early
1.203741,3.4850,0.5750,3.4240,9.61,move_early
1.207363,3.6220,0.5760,3.6220,9.64,move_early
1.210902,3.5390,0.5990,3.4280,9.67,move_early
1.214505,3.6030,0.6040,3.5800,9.70,move_early
1.218023,3.5180,0.5620,3.4230,9.72,move_early
1.221717,3.6940,0.5970,3.5820,9.75,move_early
1.230306,8.5890,0.5370,3.6490,9.78,move_early
1.233761,3.4550,0.5770,3.7520,9.82,move_early
1.237343,3.5820,0.5930,3.4420,9.85,move_early
1.240716,3.3730,0.5730,3.6510,9.89,move_early
1.243886,3.1700,0.5940,3.4200,9.92,move_early
1.247565,3.6790,0.5420,3.5830,9.95,move_early
1.251054,3.4890,0.5460,3.4270,9.98,move_early
1.254690,3.6360,0.5580,3.5740,10.01,move_early
1.258386,3.6960,0.5650,3.6290,10.04,move_early
1.262197,3.8110,0.5480,3.7400,10.07,move_early
1.265746,3.5490,0.5720,3.4590,10.09,move_early
1.269649,3.9030,0.5510,3.6780,10.12,move_early
1.273076,3.4270,0.5310,3.4520,10.15,move_early
1.276860,3.7840,0.5450,3.6650,10.18,move_early
1.280348,3.4880,0.5480,3.4600,10.21,move_early
1.284008,3.6600,0.5610,3.6020,10.24,move_early
1.287521,3.5130,0.5910,3.4480,10.27,move_early
1.291551,4.0300,0.5560,3.9260,10.30,move_early
1.295057,3.5060,0.5320,3.4420,10.33,move_early
1.298950,3.8930,0.5810,3.7900,10.36,move_early
1.302649,3.6990,0.5400,3.6560,10.39,move_early
1.306160,3.5110,0.5590,3.4450,10.42,move_early
1.309937,3.7770,0.5350,3.6850,10.45,move_early
1.313546,3.6090,0.7130,3.4350,10.48,move_early
1.317234,3.6880,0.5830,3.6150,10.51,move_early
1.320758,3.5240,0.6010,3.4450,10.54,move_early
1.324620,3.8620,0.5620,3.8730,10.57,move_early
1.328258,3.6380,0.5540,3.4560,10.60,move_early
1.331887,3.6290,0.5890,3.6590,10.63,move_early
1.335419,3.5320,0.5680,3.4550,10.66,move_early
1.339160,3.7410,0.5580,3.6670,10.69,move_early
1.342904,3.7440,0.5910,3.4360,10.72,move_early
1.346384,3.4800,0.5390,3.6160,10.75,move_early
1.349904,3.5200,0.5430,3.4420,10.78,move_early
1.353796,3.8920,0.5450,3.6090,10.81,move_early
1.357308,3.5120,0.5370,3.6430,10.84,move_early
1.361229,3.9210,0.5390,3.7720,10.87,move_early
1.364964,3.7350,0.5460,3.6740,10.89,move_early
1.368452,3.4880,0.5910,3.4550,10.92,move_early
1.372288,3.8360,0.5460,3.6420,10.95,move_early
1.375682,3.3940,0.5580,3.4550,10.98,move_early
1.379384,3.7020,0.5430,3.6140,11.01,move_early
1.382924,3.5400,0.7870,3.4400,11.04,move_early
1.386568,3.6440,0.5370,3.5910,11.07,move_early
1.390270,3.7020,0.6430,3.6340,11.10,move_early
1.394223,3.9530,0.5380,3.8280,11.13,move_early
1.397735,3.5120,0.5510,3.4370,11.16,move_early
1.401455,3.7200,0.5700,3.6590,11.19,move_early
1.404981,3.5260,0.5310,3.4330,11.22,move_early
1.408683,3.7020,0.5660,3.6460,11.25,move_early
1.412332,3.6490,0.5290,3.4800,11.28,move_early
1.415944,3.6120,0.5500,3.6050,11.31,move_early
1.419527,3.5830,0.5910,3.4350,11.34,move_early
1.423406,3.8790,0.6140,3.8310,11.37,move_early
1.428137,4.7310,0.5850,3.6710,11.40,move_early
1.434519,6.3820,0.5920,3.7140,11.43,move_early
1.437298,2.7790,0.5990,3.6710,11.46,move_early
1.440649,3.3510,0.5660,3.4480,11.49,move_early
1.444353,3.7040,0.5830,3.6390,11.52,move_early
1.447881,3.5280,0.5510,3.4400,11.55,move_early
1.451552,3.6710,0.5460,3.6120,11.58,move_early
1.455068,3.5160,0.6510,3.4250,11.61,move_early
1.458976,3.9080,0.5470,3.7890,11.64,move_early
1.464348,5.3720,0.5300,3.6360,11.67,move_early
1.468759,4.4110,0.5380,3.4340,11.70,move_early
1.471815,3.0560,0.5920,3.6220,11.74,move_early
1.475107,3.2920,0.5500,3.4040,11.77,move_early
1.478691,3.5840,0.5460,3.5770,11.79,move_early
1.482338,3.6470,0.5700,3.4240,11.82,move_early
1.485895,3.5570,0.5360,3.5630,11.85,move_early
1.489568,3.6730,0.5430,3.4150,11.88,move_early
1.493572,4.0040,0.6050,3.8560,11.91,move_early
1.496945,3.3730,0.5460,3.6480,11.94,move_early
1.500437,3.4920,0.5390,3.3950,11.97,move_early
1.504149,3.7120,0.5500,3.6410,12.00,move_early
1.507654,3.5050,0.5650,3.4140,12.03,move_early
1.511348,3.6940,0.5230,3.5850,12.06,move_early
1.515759,4.4110,0.7980,3.4300,12.09,move_early
1.518941,3.1820,0.5490,3.5700,12.12,move_early
1.521973,3.0320,0.5380,3.3970,12.15,move_early
1.525929,3.9560,0.5900,3.8700,12.18,move_early
1.529464,3.5350,0.8010,3.4250,12.21,move_early
1.533116,3.6520,0.5830,3.6380,12.24,move_early
1.536670,3.5540,0.5520,3.4290,12.27,move_early
1.540359,3.6890,0.5610,3.6210,12.30,move_early
1.543894,3.5350,0.5500,3.4270,12.33,move_early
1.547611,3.7170,0.6770,3.5900,12.36,move_early
1.551071,3.4600,0.5540,3.4150,12.39,move_early
1.554696,3.6250,0.5710,3.5590,12.42,move_early
1.558424,3.7280,0.5890,3.6280,12.45,move_early
1.562219,3.7950,0.5530,3.7360,12.48,move_early
1.565709,3.4900,0.5870,3.4150,12.51,move_early
1.569406,3.6970,0.5570,3.6330,12.54,move_early
1.572954,3.5480,0.5510,3.4330,12.57,move_early
1.576699,3.7450,0.6470,3.6240,12.59,move_early
1.580220,3.5210,0.5620,3.4170,12.62,move_early
1.583844,3.6240,0.5340,3.5630,12.65,move_early
1.587619,3.7750,0.5630,3.6190,12.68,move_early
1.591207,3.5880,0.5620,3.6360,12.71,move_early
1.595024,3.8170,0.5610,3.7400,12.74,move_early
1.598508,3.4840,0.6110,3.3880,12.77,move_early
1.602217,3.7090,0.5360,3.6320,12.80,move_early
1.605720,3.5030,0.5620,3.4220,12.83,move_early
1.609513,3.7930,0.5870,3.6280,12.86,move_early
1.612958,3.4450,0.5660,3.3960,12.89,move_early
1.616547,3.5890,0.5860,3.5590,12.92,move_early
1.620070,3.5230,0.5730,3.4030,12.95,move_early
1.623951,3.8810,0.5450,3.8510,12.98,move_early
1.627437,3.4860,0.6510,3.4230,13.01,move_early
1.631118,3.6810,0.5470,3.6250,13.04,move_early
1.634634,3.5160,0.5370,3.4150,13.07,move_early
1.638607,3.9730,0.5300,3.6330,13.10,move_early
1.641886,3.2790,0.5460,3.4250,13.13,move_early
1.645466,3.5800,0.5540,3.5870,13.16,move_early
1.648995,3.5290,0.5550,3.4100,13.19,move_early
1.652676,3.6810,0.5840,3.5780,13.22,move_early
1.656647,3.9710,0.5300,3.8270,13.25,move_early
1.660488,3.8410,0.5660,3.6330,13.28,move_early
1.664266,3.7780,0.5490,3.7120,13.31,move_early
1.667826,3.5600,0.6910,3.4370,13.34,move_early
1.671540,3.7140,0.5580,3.6750,13.37,move_early
1.675085,3.5450,0.6550,3.4660,13.39,move_early
1.679131,4.0460,0.5450,3.6170,13.42,move_early
1.684318,5.1870,0.5510,3.4610,13.45,move_early
1.687059,2.7410,0.6060,3.6490,13.48,move_early
1.691067,4.0080,0.5490,3.4580,13.51,move_early
1.694385,3.3180,0.5600,3.7870,13.54,move_early
1.699394,5.0090,0.5990,4.8360,13.57,move_early
1.703013,3.6190,0.5610,3.4550,13.60,move_early
1.706652,3.6390,0.5630,3.6430,13.63,move_early
1.710132,3.4800,0.6030,3.4440,13.66,move_early
1.717235,7.1030,0.6810,3.6000,13.69,move_early
1.720537,3.3020,0.5330,3.4050,13.72,move_early
1.724362,3.8250,0.7220,3.6640,13.76,move_early
1.727719,3.3570,0.5930,3.8320,13.79,move_early
1.731241,3.5220,0.6940,3.4610,13.82,move_early
1.734956,3.7150,0.5500,3.6450,13.85,move_early
1.738477,3.5210,0.5350,3.4480,13.88,move_early
1.742225,3.7480,0.7180,3.6190,13.91,move_early
1.745930,3.7050,0.5480,3.4230,13.94,move_early
1.749305,3.3750,0.5320,3.5700,13.96,move_early
1.752793,3.4880,0.5430,3.4120,13.99,move_early
1.756722,3.9290,0.5460,3.8560,14.02,move_early
1.760241,3.5190,0.5470,3.4250,14.05,move_early
1.763951,3.7100,0.5250,3.6420,14.08,move_early
1.767453,3.5020,0.5420,3.4530,14.11,move_early
1.771205,3.7520,0.5330,3.6320,14.14,move_early
1.774803,3.5980,0.5740,3.4430,14.17,move_early
1.778346,3.5430,0.5590,3.5780,14.20,move_early
1.782096,3.7500,0.5340,3.4320,14.23,move_early
1.785650,3.5540,0.5740,3.6590,14.26,move_early
1.789845,4.1950,0.5770,4.1340,14.29,move_early
1.793596,3.7510,0.5680,3.4440,14.32,move_early
1.797295,3.6990,0.5610,3.6560,14.35,move_early
1.800885,3.5900,0.5880,3.4530,14.38,move_early
1.804573,3.6880,0.5940,3.6380,14.41,move_early
1.808101,3.5280,0.5460,3.4570,14.44,move_early
1.811801,3.7000,0.5650,3.6000,14.47,move_early
1.815301,3.5000,0.5630,3.4410,14.50,move_early
1.818978,3.6770,0.5440,3.5950,14.53,move_early
