t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
2.366702,22.9780,0.9900,3.9230,93.46,move_early
2.377721,11.0190,1.1190,3.0990,94.14,move_early
2.388674,10.9530,1.0270,3.2870,94.80,move_early
2.405282,16.6080,0.6660,3.9130,95.47,move_early
2.429346,24.0640,0.6710,3.0570,96.14,move_early
2.472984,43.6380,0.9130,3.7790,96.80,move_early
2.493202,20.2180,1.0460,3.2950,98.39,move_early
2.512751,19.5490,1.0730,3.8010,99.21,move_early
2.534102,21.3510,1.1830,3.8200,100.10,move_early
2.554983,20.8810,1.0050,3.0440,100.98,move_early
2.574032,19.0490,1.0480,3.4490,101.87,move_early
2.593812,19.7800,0.8240,3.0620,102.76,move_early
2.612902,19.0900,0.9140,4.6860,103.65,move_early
2.637072,24.1700,0.8050,3.1000,104.54,move_early
2.652808,15.7360,0.8890,3.7440,105.43,move_early
2.665819,13.0110,1.0300,3.0900,106.23,move_early
2.679998,14.1790,0.8270,3.4440,106.75,move_early
2.692343,12.3450,1.0350,3.0500,107.33,move_early
2.702966,10.6230,1.0060,3.0570,107.83,move_early
2.718951,15.9850,0.9310,3.0680,108.22,move_early
2.731006,12.0550,0.7580,3.4100,108.84,move_early
2.745469,14.4630,0.6820,3.0700,109.34,move_early
2.761418,15.9490,0.8440,3.5740,109.92,move_early
2.772850,11.4320,0.7510,3.4330,110.45,move_early
2.836175,63.3250,0.6740,3.0670,110.98,move_early
2.892678,56.5030,0.7130,4.4750,113.23,move_early
2.914013,21.3350,1.7630,3.0560,115.23,move_early
2.928253,14.2400,1.2030,3.0780,116.35,move_early
2.942156,13.9030,0.9540,3.0850,117.24,move_early
2.959286,17.1300,0.8370,5.1280,117.48,move_early
2.978350,19.0640,1.0800,3.0760,118.19,move_early
2.999579,21.2290,1.1780,3.6780,118.86,move_early
3.012735,13.1560,1.2150,3.5450,119.53,move_early
3.023902,11.1670,1.2150,3.3860,120.19,move_early
3.055647,31.7450,1.1570,3.3980,120.86,move_early
3.070343,14.6960,1.0200,3.0670,121.72,move_early
3.084151,13.8080,1.2090,3.2570,122.38,move_early
3.100505,16.3540,1.3020,3.0350,123.05,move_early
3.169099,68.5940,0.9200,3.3010,123.72,move_early
3.201240,32.1410,1.1090,3.0660,126.56,move_early
3.228007,26.7670,1.2990,3.0770,127.90,move_early
3.307341,79.3340,1.4320,4.1080,129.23,move_early
3.366433,59.0920,1.1010,3.4450,131.86,move_early
3.390835,24.4020,1.1000,3.0590,134.13,move_early
3.404778,13.9430,1.1230,3.4710,135.76,move_early
3.424307,19.5290,0.8680,3.0330,135.96,move_early
3.438540,14.2330,0.7540,3.0320,136.74,move_early
3.457378,18.8380,0.7090,3.2690,137.57,move_early
3.472850,15.4720,0.7990,3.2520,138.37,move_early
3.487788,14.9380,1.1290,5.3420,139.02,move_early
3.500439,12.6510,0.8680,3.4310,139.61,move_early
3.512068,11.6290,0.7630,3.3890,140.11,move_early
3.522835,10.7670,0.7020,3.2930,140.57,move_early
3.586172,63.3370,0.6800,3.0820,141.00,move_early
3.603491,17.3190,0.6590,3.3690,143.23,move_early
3.627026,23.5350,1.3010,3.0300,143.95,move_early
3.708018,80.9920,1.2200,4.5420,145.23,move_early
3.735468,27.4500,1.2460,3.4280,147.82,move_early
3.756646,21.1780,1.3480,3.4150,149.23,move_early
3.775704,19.0580,1.1060,4.6400,150.41,move_early
3.792251,16.5470,1.0560,3.5060,150.83,move_early
3.808012,15.7610,1.0950,3.0560,151.66,move_early
3.827890,19.8780,0.9690,3.2740,152.44,move_early
3.894620,66.7300,0.8410,3.0240,153.23,move_early
3.924209,29.5890,0.9710,3.7190,155.60,move_early
3.946884,22.6750,1.1730,3.0710,156.93,move_early
3.971804,24.9200,1.2530,3.4830,158.02,move_early
3.985836,14.0320,1.1820,3.0200,159.01,move_early
4.003650,17.8140,1.0060,3.0330,159.56,move_early
4.031957,28.3070,0.8840,3.4490,160.31,move_early
4.051303,19.3460,1.3300,4.0950,161.23,move_early
4.069799,18.4960,1.3380,3.0760,162.12,move_early
4.086245,16.4460,1.1300,3.0140,162.92,move_early
4.111054,24.8090,1.0170,3.4450,163.59,move_early
4.137456,26.4020,1.0750,3.4160,164.56,move_early
4.162605,25.1490,1.1290,3.4290,165.39,move_early
4.185012,22.4070,1.3920,3.0480,166.25,move_early
4.205940,20.9280,1.0510,3.0260,167.23,move_early
4.228279,22.3390,1.0480,3.0530,168.08,move_early
4.252178,23.8990,1.0730,3.0610,168.93,move_early
4.269201,17.0230,1.3250,4.4250,169.79,move_early
4.332457,63.2560,1.0370,3.5930,170.64,move_early
4.353845,21.3880,1.0800,3.0570,173.11,move_early
4.379511,25.6660,1.0690,3.0900,174.30,move_early
4.401712,22.2010,1.1290,3.0320,175.31,move_early
4.421845,20.1330,1.0610,3.0220,176.18,move_early
4.435004,13.1590,0.8450,3.0530,176.99,move_early
4.445793,10.7890,0.9070,3.0830,177.50,move_early
4.457482,11.6890,0.7170,3.0380,177.92,move_early
4.468754,11.2720,0.7020,3.0760,178.41,move_early
4.482619,13.8650,0.7180,3.0570,178.85,move_early
4.499976,17.3570,0.7600,3.0410,179.43,move_early
4.566549,66.5730,1.3780,3.0380,180.10,move_early
4.579771,13.2220,1.0120,3.0660,182.47,move_early
4.593447,13.6760,1.1000,3.0320,183.23,move_early
4.617544,24.0970,1.2290,3.0240,183.54,move_early
4.630646,13.1020,1.0420,3.0320,184.50,move_early
4.648984,18.3380,0.9740,3.0500,185.17,move_early
4.664811,15.8270,0.9090,3.0490,185.84,move_early
4.690451,25.6400,1.0800,3.5510,186.50,move_early
4.705912,15.4610,1.0930,3.0700,187.17,move_early
4.720866,14.9540,1.0980,3.8030,187.84,move_early
4.735059,14.1930,1.2470,3.0150,188.50,move_early
4.750242,15.1830,1.0050,3.0420,189.17,move_early
4.760961,10.7190,1.0600,3.0460,189.84,move_early
4.772136,11.1750,0.8180,3.0680,190.50,move_early
4.782961,10.8250,1.0870,4.2580,190.99,move_early
4.796867,13.9060,0.9420,3.0610,191.23,move_early
4.814046,17.1790,0.7950,3.0330,191.84,move_early
4.836387,22.3410,1.0470,3.0610,192.45,move_early
