t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
0.426184,2.9690,0.5960,2.9580,16.80,move_early
0.429408,3.2240,0.5800,2.9960,16.95,move_early
0.432434,3.0260,0.5300,2.9390,17.10,move_early
0.435829,3.3950,0.5570,3.2350,17.24,move_early
0.438858,3.0290,0.6210,2.9650,17.39,move_early
0.442247,3.3890,0.5530,3.3600,17.54,move_early
0.445268,3.0210,0.5540,2.9600,17.69,move_early
0.448442,3.1740,0.5610,2.9970,17.84,move_early
0.452925,4.4830,0.5500,3.2500,17.98,move_early
0.458927,6.0020,0.5830,5.7050,18.13,move_early
0.461826,2.8990,0.6270,2.9710,18.28,move_early
0.466425,4.5990,0.5630,3.2170,18.43,move_early
0.470309,3.8840,0.5600,3.7910,18.58,move_early
0.473948,3.6390,0.6980,2.9970,18.72,move_early
0.478128,4.1800,0.5690,4.0220,18.87,move_early
0.481070,2.9420,0.5660,2.9380,19.02,move_early
0.485292,4.2220,0.5610,3.9780,19.17,move_early
0.488411,3.1190,0.5600,2.9740,19.32,move_early
0.491580,3.1690,0.5860,3.2750,19.47,move_early
0.494562,2.9820,0.5570,2.9520,19.61,move_early
0.497863,3.3010,0.5540,3.2430,19.76,move_early
0.500994,3.1310,0.5480,2.9420,19.91,move_early
0.504273,3.2790,0.5470,3.3430,20.06,move_early
0.507344,3.0710,0.5530,2.9420,20.21,move_early
0.510414,3.0700,0.5610,2.9390,20.35,move_early
0.513862,3.4480,0.5570,2.9710,20.50,move_early
0.516831,2.9690,0.5660,2.9460,20.64,move_early
0.520216,3.3850,0.5520,2.9960,20.78,move_early
0.523234,3.0180,0.5650,2.9470,20.91,move_early
0.526613,3.3790,0.5470,3.2360,21.04,move_early
0.529684,3.0710,0.5560,2.9850,21.18,move_early
0.532980,3.2960,0.5610,3.2360,21.31,move_early
0.535970,2.9900,0.5990,2.9580,21.44,move_early
0.539431,3.4610,0.5390,3.3280,21.58,move_early
0.543159,3.7280,0.5530,2.9530,21.71,move_early
0.545814,2.6550,0.5710,2.9920,21.84,move_early
0.550062,4.2480,0.6280,4.0250,21.98,move_early
0.559227,9.1650,0.7480,4.1950,22.12,move_early
0.562424,3.1970,0.5880,2.9590,22.27,move_early
0.565715,3.2910,1.1470,2.9680,22.50,move_early
0.570219,4.5040,0.6670,4.0290,22.65,move_early
0.573193,2.9740,0.5950,3.0070,22.80,move_early
0.577113,3.9200,0.7300,2.9690,22.95,move_early
0.581031,3.9180,0.6090,2.9610,23.10,move_early
0.585468,4.4370,0.5910,2.9370,23.24,move_early
0.587920,2.4520,0.5590,2.9640,23.39,move_early
0.590914,2.9940,0.6080,2.9170,23.54,move_early
0.593934,3.0200,0.5460,2.9550,23.69,move_early
0.597217,3.2830,0.5910,2.9300,23.84,move_early
0.600156,2.9390,0.5720,2.9290,23.98,move_early
0.603371,3.2150,0.7520,2.9440,24.11,move_early
0.606524,3.1530,0.5670,2.9280,24.25,move_early
0.609879,3.3550,0.5590,3.3290,24.38,move_early
0.613066,3.1870,0.5420,2.9280,24.51,move_early
0.616261,3.1950,0.5490,3.2860,24.65,move_early
0.619306,3.0450,0.5690,2.9440,24.78,move_early
0.622584,3.2780,0.5450,3.2930,24.91,move_early
0.625631,3.0470,0.5680,2.9640,25.05,move_early
0.628862,3.2310,0.5530,2.9750,25.18,move_early
0.631975,3.1130,0.5510,2.9740,25.31,move_early
0.635068,3.0930,0.5400,2.9660,25.45,move_early
0.638437,3.3690,0.5790,2.9970,25.58,move_early
0.641879,3.4420,0.5660,2.9700,25.71,move_early
0.644974,3.0950,0.5830,3.2860,25.85,move_early
0.647898,2.9240,0.5720,2.9210,25.98,move_early
0.651250,3.3520,0.5300,3.3000,26.11,move_early
0.654224,2.9740,0.5900,2.9230,26.25,move_early
0.657582,3.3580,0.5510,3.2240,26.38,move_early
0.660645,3.0630,0.5570,2.9410,26.51,move_early
0.664797,4.1520,0.5670,2.9800,26.65,move_early
0.699691,34.8940,0.5620,3.7100,26.78,move_early
0.713155,13.4640,0.7590,4.2050,27.75,move_early
0.750316,37.1610,0.8040,2.9250,28.28,move_early
0.757470,7.1540,0.7260,2.9230,29.78,move_early
0.761278,3.8080,0.7580,2.9040,30.44,move_early
0.767343,6.0650,0.7240,3.8840,30.88,move_early
0.770578,3.2350,0.6370,2.8990,31.12,move_early
0.780824,10.2460,0.6160,2.9400,31.24,move_early
0.790310,9.4860,0.5980,4.4240,31.64,move_early
0.803234,12.9240,0.6330,2.9490,32.03,move_early
0.822389,19.1550,0.8310,4.0270,32.50,move_early
0.832530,10.1410,0.8420,2.9420,32.95,move_early
0.843417,10.8870,1.2910,2.9240,33.39,move_early
0.849136,5.7190,0.7560,3.3160,33.84,move_early
0.855411,6.2750,0.7110,2.9280,34.26,move_early
0.859119,3.7080,0.6510,2.9240,34.63,move_early
0.862754,3.6350,0.7120,2.9280,34.78,move_early
0.868931,6.1770,0.6250,2.9570,34.97,move_early
0.872593,3.6620,0.7030,2.9430,35.19,move_early
0.876024,3.4310,0.6200,3.3650,35.33,move_early
0.878912,2.8880,1.0940,2.9210,35.45,move_early
0.882781,3.8690,0.5700,2.9300,35.61,move_early
0.885801,3.0200,0.5590,2.9200,35.73,move_early
0.889457,3.6560,0.5650,2.9750,35.86,move_early
0.892691,3.2340,0.5810,2.9020,36.00,move_early
0.895935,3.2440,0.5650,2.9500,36.12,move_early
0.898762,2.8270,0.5540,2.9030,36.24,move_early
0.903255,4.4930,0.5740,4.4340,36.38,move_early
0.906378,3.1230,0.5860,2.9220,36.51,move_early
0.910949,4.5710,0.5580,4.4400,36.64,move_early
0.914278,3.3290,0.5720,2.9220,36.78,move_early
0.918362,4.0840,0.7750,3.1550,36.91,move_early
0.921822,3.4600,0.5770,3.2690,37.04,move_early
0.924837,3.0150,0.5720,2.9440,37.18,move_early
